Chr	Start	End	Genome
A09	35056815	35059637	PCB
A09	35169691	35176511	PCB
A09	35187443	35189305	PCB
A09	35490388	35490667	PCB
A09	35552974	35571749	PCB
A09	35592880	35600490	PCB
A09	35616349	35619671	PCB
A09	35620613	35623011	PCB
A09	35682755	35689259	PCB
A09	35710915	35712390	PCB
A09	35793615	35810682	PCB
A09	35849583	35850953	PCB
A09	35867462	35872831	PCB
A09	36122709	36134152	PCB
A09	36155466	36156599	PCB
A09	36345482	36357249	PCB
A09	36372355	36376959	PCB
A09	36515703	36522029	PCB
A09	36736017	36739094	PCB
A09	36821357	36821654	PCB
A09	36850163	36869350	PCB
A09	36913197	36918114	PCB
A09	36957141	36968521	PCB
A09	37132333	37142805	PCB
A09	37143165	37177670	PCB
A09	37198204	37199927	PCB
A09	37282676	37290869	PCB
A09	37602132	37603014	PCB
A09	37810469	37815236	PCB
A09	37877011	37884725	PCB
A09	38347832	38378665	PCB
A09	38667784	38673082	PCB
A09	39113738	39116050	PCB
A09	39130195	39135986	PCB
A09	39324884	39325868	PCB
A09	39597539	39600325	PCB
A09	39683813	39683826	PCB
A09	39756473	39757945	PCB
A09	39768929	39769649	PCB
A09	40102367	40109736	PCB
A09	40165761	40166747	PCB
A09	40179474	40195279	PCB
A09	40229008	40244452	PCB
A09	40297515	40297558	PCB
A09	40477655	40477914	PCB
A09	40529043	40529584	PCB
A09	40555082	40555723	PCB
A09	40574427	40586050	PCB
A09	40598216	40598478	PCB
A09	40609647	40619406	PCB
A09	40725958	40728819	PCB
A09	40827752	40827837	PCB
A09	40839162	40844183	PCB
A09	40885394	40888775	PCB
A09	41509425	41510034	PCB
A09	41669075	41670671	PCB
A09	41690170	41700602	PCB
A09	41875354	41881205	PCB
A09	42046362	42046664	PCB
A09	42102727	42104095	PCB
A09	42258150	42275132	PCB
A09	42338540	42352377	PCB
A09	42587756	42588813	PCB
A09	42863660	42863743	PCB
A09	42960958	42965970	PCB
A09	43042187	43042769	PCB
A09	43502794	43507881	PCB
A09	43677298	43680965	PCB
A09	43733725	43790191	PCB
A09	44096469	44114518	PCB
A09	44158594	44158857	PCB
A10	98453	109993	PCB
A10	122625	123760	PCB
A10	1112060	1112346	PCB
A10	1283790	1283793	PCB
A10	1384914	1385105	PCB
A10	2191015	2194475	PCB
A10	2308541	2322910	PCB
A10	2500543	2502152	PCB
A10	2833590	2835124	PCB
A10	3042368	3050177	PCB
A10	3113209	3121827	PCB
A10	3213204	3216697	PCB
A10	3430035	3430037	PCB
A10	3434542	3434556	PCB
A10	4404227	4404925	PCB
A10	4405090	4405095	PCB
A10	4510317	4510318	PCB
A10	4541387	4541425	PCB
A10	4858376	4858380	PCB
A10	4977495	4977499	PCB
A10	5016520	5016521	PCB
A10	5016614	5016621	PCB
A10	5167035	5167038	PCB
A10	5573163	5573164	PCB
A10	6032033	6039442	PCB
A10	6051758	6055787	PCB
A10	6250720	6250721	PCB
A10	6283817	6284269	PCB
A10	6440588	6446399	PCB
A10	6461480	6464442	PCB
A10	6465768	6465770	PCB
A10	7216554	7216577	PCB
A10	7840611	7840620	PCB
A10	7841057	7841065	PCB
A10	7878495	7882840	PCB
A10	8094690	8094695	PCB
A10	8409587	8409588	PCB
A10	8484548	8484945	PCB
A10	8537631	8537632	PCB
A10	8611531	8624856	PCB
A10	8800597	8808978	PCB
A10	9050550	9059511	PCB
A10	9355405	9357858	PCB
A10	9693283	9693426	PCB
A10	9828732	9841574	PCB
A10	10236809	10238218	PCB
A10	11257564	11267914	PCB
A10	11324734	11327036	PCB
A10	11342429	11351724	PCB
A10	11579498	11580226	PCB
A10	11595364	11596084	PCB
A10	11611357	11612682	PCB
A10	11677022	11678738	PCB
A10	11718338	11721587	PCB
A10	11734442	11739653	PCB
A10	11821660	11828227	PCB
A10	11829593	11842320	PCB
A10	12012521	12012643	PCB
A10	12054719	12077452	PCB
A10	12191359	12191869	PCB
A10	12438773	12438774	PCB
A10	12655240	12658701	PCB
A10	12760421	12770498	PCB
A10	12817927	12817979	PCB
A10	12992064	13001712	PCB
A10	13014584	13022534	PCB
A10	13274887	13294249	PCB
A10	13311570	13318972	PCB
A10	13521735	13521746	PCB
A10	13647831	13649749	PCB
A10	14193835	14196550	PCB
A10	14331774	14331811	PCB
A10	14472519	14472520	PCB
A10	14493321	14493488	PCB
A10	14531784	14553715	PCB
A10	14667206	14670681	PCB
A10	14887122	14894568	PCB
A10	15522378	15522382	PCB
A10	15704668	15707610	PCB
A10	15801591	15803253	PCB
A10	15988427	15992317	PCB
A10	16112938	16119694	PCB
A10	16209488	16214496	PCB
A10	16439206	16445218	PCB
A10	16475475	16484351	PCB
A10	16523022	16524536	PCB
A10	16617529	16622563	PCB
A10	16656010	16662188	PCB
A10	16930348	16931843	PCB
A10	17271939	17272347	PCB
A10	17328005	17341589	PCB
A10	17451578	17451618	PCB
A10	17495728	17512717	PCB
A10	17595645	17596337	PCB
A10	17613756	17619670	PCB
A10	17708080	17713236	PCB
A10	17858895	17860582	PCB
A10	17867237	17869058	PCB
A10	17899581	17909784	PCB
A10	18193072	18196353	PCB
A10	18551713	18551934	PCB
A10	18956344	18968326	PCB
A10	19153640	19161217	PCB
A10	19176933	19177715	PCB
A10	19239540	19239727	PCB
A10	19241190	19244958	PCB
A10	19369371	19371541	PCB
A10	19506986	19507352	PCB
A01	1	7598	PCA
A01	33744	33915	PCA
A01	48682	63935	PCA
A01	115974	115992	PCA
A01	331340	331368	PCA
A01	1605939	1609169	PCA
A01	1830972	1833329	PCA
A01	1856048	1856059	PCA
A01	2295216	2298780	PCA
A01	2332554	2336649	PCA
A01	2467513	2468847	PCA
A01	2701967	2707463	PCA
A01	2789211	2795085	PCA
A01	4862884	4872715	PCA
A01	4876809	4885109	PCA
A01	5118439	5134525	PCA
A01	5136697	5140833	PCA
A01	5332830	5335480	PCA
A01	5338597	5344366	PCA
A01	5803481	5804865	PCA
A01	5844223	5844536	PCA
A01	6006458	6006771	PCA
A01	6032860	6033202	PCA
A01	6240494	6240511	PCA
A01	6277178	6281041	PCA
A01	6479235	6482492	PCA
A01	6922049	6925847	PCA
A01	6991356	6991568	PCA
A01	7029819	7036759	PCA
A01	7094608	7095947	PCA
A01	8160344	8180516	PCA
A01	8447268	8454031	PCA
A01	9031114	9035489	PCA
A01	9039107	9045525	PCA
A01	9293851	9297885	PCA
A01	10018517	10019641	PCA
A01	10161487	10161488	PCA
A01	12598278	12637512	PCA
A01	14587477	14587595	PCA
A01	14900867	14900868	PCA
A01	15246459	15250416	PCA
A01	15468969	15468970	PCA
A01	15871557	15874865	PCA
A01	15913788	15919734	PCA
A01	15933368	15934064	PCA
A01	15989795	15989796	PCA
A01	16211196	16211226	PCA
A01	16258605	16270984	PCA
A01	16336117	16336404	PCA
A01	16801648	16809541	PCA
A01	16870855	16882545	PCA
A01	16884759	16884760	PCA
A01	17000135	17000136	PCA
A01	17981263	17981382	PCA
A01	18149988	18150193	PCA
A01	18259965	18260166	PCA
A01	18284700	18284723	PCA
A01	18291005	18291018	PCA
A01	18317327	18317565	PCA
A01	19514237	19514254	PCA
A01	20205710	20218769	PCA
A01	20231685	20237873	PCA
A01	20253942	20266397	PCA
A01	20286468	20290194	PCA
A01	20305511	20306593	PCA
A01	20359181	20364828	PCA
A01	20508515	20509804	PCA
A01	20523200	20533995	PCA
A01	21184508	21184551	PCA
A01	22095291	22096348	PCA
A01	23423258	23423259	PCA
A01	23923645	23945675	PCA
A01	24084640	24084686	PCA
A01	24140312	24152515	PCA
A01	24364777	24364961	PCA
A01	24611489	24611502	PCA
A01	24709891	24725144	PCA
A01	24814843	24814934	PCA
A01	24888829	24893362	PCA
A01	24907993	24908222	PCA
A01	25001012	25004695	PCA
A01	25065319	25067612	PCA
A01	25259202	25289335	PCA
A01	25485891	25492046	PCA
A01	25527612	25527620	PCA
A01	25550774	25550985	PCA
A01	25707457	25708578	PCA
A01	25721676	25726527	PCA
A01	25738056	25740242	PCA
A01	25751440	25753685	PCA
A01	25961052	25969349	PCA
A01	26055138	26055142	PCA
A01	26137688	26137941	PCA
A01	26294552	26294721	PCA
A01	26409659	26409661	PCA
A01	26429480	26429481	PCA
A01	26583915	26584060	PCA
A01	26638944	26662393	PCA
A01	26761799	26761800	PCA
A01	26828723	26831881	PCA
A01	26993091	26993772	PCA
A01	27333919	27334793	PCA
A01	27348185	27357439	PCA
A01	27432729	27442668	PCA
A01	27664267	27664314	PCA
A01	27777500	27777501	PCA
A01	27919890	27920003	PCA
A01	27945966	27945970	PCA
A01	28155559	28167859	PCA
A01	28260688	28265617	PCA
A01	28275977	28279106	PCA
A01	28403657	28403663	PCA
A01	28464640	28469978	PCA
A01	28587804	28587833	PCA
A01	28601496	28607404	PCA
A01	29132182	29132191	PCA
A01	29243277	29243280	PCA
A01	29261321	29265411	PCA
A01	29511024	29516823	PCA
A01	29589519	29596783	PCA
A01	29601240	29611951	PCA
A01	29617386	29621186	PCA
A01	29638657	29642136	PCA
A01	29761440	29761540	PCA
A01	29916855	29923782	PCA
A01	29946614	29946615	PCA
A01	29994459	30009740	PCA
A01	30109010	30126054	PCA
A01	30126074	30149815	PCA
A01	30218847	30219116	PCA
A01	30229776	30231352	PCA
A01	30284504	30284505	PCA
A01	30879730	30882403	PCA
A01	31599797	31599799	PCA
A01	31599898	31615613	PCA
A01	31628303	31655545	PCA
A01	31771721	31771723	PCA
A01	31771818	31771822	PCA
A01	31829699	31829700	PCA
A02	308014	313448	PCA
A02	695309	696335	PCA
A02	892292	893250	PCA
A02	1000604	1000633	PCA
A02	1040398	1040400	PCA
A02	1058405	1063452	PCA
A02	1086460	1090329	PCA
A02	1156676	1157970	PCA
A02	1619100	1621775	PCA
A02	1626941	1628166	PCA
A02	1751113	1752906	PCA
A02	1790683	1792055	PCA
A02	2396131	2396868	PCA
A02	2426135	2428124	PCA
A02	2714444	2714710	PCA
A02	2801836	2803216	PCA
A02	2896878	2899003	PCA
A02	3076127	3077691	PCA
A02	3442525	3456023	PCA
A02	3497079	3499083	PCA
A02	3856008	3856606	PCA
A02	3913350	3913369	PCA
A02	3914053	3914691	PCA
A02	3939141	3947717	PCA
A02	4030979	4035513	PCA
A02	4086305	4086454	PCA
A02	4132905	4134994	PCA
A02	4160554	4172818	PCA
A02	4209188	4237726	PCA
A02	4518659	4524531	PCA
A02	4641478	4642094	PCA
A02	4704893	4713412	PCA
A02	4901558	4901630	PCA
A02	4935837	4935841	PCA
A02	5201839	5206999	PCA
A02	5314949	5319451	PCA
A02	5371228	5373123	PCA
A02	5554260	5562370	PCA
A02	5815677	5816966	PCA
A02	5973301	5980776	PCA
A02	6611669	6671315	PCA
A02	6807471	6808288	PCA
A02	6823113	6826816	PCA
A02	6876897	6881018	PCA
A02	6895706	6906957	PCA
A02	6995020	6995165	PCA
A02	7013429	7013470	PCA
A02	7103234	7104046	PCA
A02	7221171	7226671	PCA
A02	7325178	7330218	PCA
A02	7903343	7903536	PCA
A02	8002569	8002710	PCA
A02	8269533	8270340	PCA
A02	9514752	9515038	PCA
A02	9577086	9578434	PCA
A02	9888541	9913232	PCA
A02	9972379	9972943	PCA
A02	10085580	10088254	PCA
A02	10113351	10120640	PCA
A02	10152444	10159594	PCA
A02	10903091	10903123	PCA
A02	10950305	10957345	PCA
A02	10984135	11011434	PCA
A02	11024084	11024993	PCA
A02	11130785	11131467	PCA
A02	11178260	11185335	PCA
A02	11575386	11583145	PCA
A02	11650825	11652432	PCA
A02	11976870	11982075	PCA
A02	12104887	12104888	PCA
A02	12212900	12213340	PCA
A02	12250399	12250534	PCA
A02	12290263	12290414	PCA
A02	12463008	12475705	PCA
A02	12476179	12477468	PCA
A02	12569870	12570495	PCA
A02	12588746	12616871	PCA
A02	13381219	13390095	PCA
A02	15781111	15784348	PCA
A02	15837921	15838285	PCA
A02	15900734	15900758	PCA
A02	15911661	15923765	PCA
A02	15934734	15942743	PCA
A02	15996437	15997989	PCA
A02	16024941	16028262	PCA
A02	16054695	16054802	PCA
A02	16305693	16312656	PCA
A02	16355622	16356865	PCA
A02	17992485	17993160	PCA
A02	18009183	18009233	PCA
A02	21991736	21991749	PCA
A02	23564922	23586221	PCA
A02	23975333	23975357	PCA
A02	23975458	23975467	PCA
A02	24472977	24473090	PCA
A02	24526963	24526964	PCA
A02	24812250	24824340	PCA
A02	24850519	24851039	PCA
A02	24887982	24888500	PCA
A02	24919318	24941376	PCA
A02	24958296	24962026	PCA
A02	24964495	25000491	PCA
A02	25227196	25231646	PCA
A02	25456700	25465527	PCA
A02	25466810	25466811	PCA
A02	25507476	25509520	PCA
A02	25839188	25850519	PCA
A02	26054793	26054862	PCA
A02	26292433	26297963	PCA
A02	26414438	26417765	PCA
A02	26484285	26487855	PCA
A02	26894448	26900991	PCA
A02	27229707	27230607	PCA
A02	27351671	27353205	PCA
A02	27372971	27372973	PCA
A02	27379117	27392433	PCA
A02	27399471	27417713	PCA
A02	27461679	27461680	PCA
A02	27515346	27515349	PCA
A02	27827649	27832964	PCA
A02	27832987	27835140	PCA
A02	27925528	27929231	PCA
A02	27990653	27991393	PCA
A02	29134591	29134633	PCA
A02	29337172	29337202	PCA
A02	29451970	29452227	PCA
A02	29466672	29467361	PCA
A02	30055991	30064561	PCA
A02	30137807	30139076	PCA
A02	30150483	30153942	PCA
A02	30168540	30170558	PCA
A02	30234396	30251096	PCA
A02	30321198	30321653	PCA
A02	30350049	30357832	PCA
A02	30513959	30513960	PCA
A02	30836844	30844030	PCA
A02	30872779	30873037	PCA
A02	30888522	30912566	PCA
A02	30988409	30997396	PCA
A02	31132439	31134042	PCA
A02	31384560	31389730	PCA
A02	31491943	31493970	PCA
A02	31704228	31735254	PCA
A02	31937823	31944515	PCA
A02	31962588	31965197	PCA
A02	31990273	31994068	PCA
A02	32004530	32006732	PCA
A02	32099865	32100026	PCA
A02	32171295	32184530	PCA
A02	32218499	32230664	PCA
A02	32279844	32282327	PCA
A02	32365450	32369725	PCA
A02	32460362	32463894	PCA
A02	32644902	32651029	PCA
A02	32923392	32923393	PCA
A02	32957955	32957960	PCA
A02	33196672	33196770	PCA
A02	33207611	33208246	PCA
A03	291381	299401	PCA
A03	315853	316647	PCA
A03	326843	327714	PCA
A03	402604	419430	PCA
A03	436911	439721	PCA
A03	719090	719300	PCA
A03	853326	858737	PCA
A03	896695	900490	PCA
A03	1011949	1017782	PCA
A03	1140049	1174082	PCA
A03	1174182	1174183	PCA
A03	1335246	1339183	PCA
A03	1618156	1626318	PCA
A03	1680984	1689093	PCA
A03	1806649	1816661	PCA
A03	2276048	2281447	PCA
A03	2389293	2390458	PCA
A03	2401914	2405642	PCA
A03	2804632	2806995	PCA
A03	3053909	3066413	PCA
A03	3104127	3113500	PCA
A03	3448800	3451404	PCA
A03	3681789	3681792	PCA
A03	3830459	3832226	PCA
A03	3929382	3930910	PCA
A03	4377683	4379314	PCA
A03	4441145	4444562	PCA
A03	4757021	4764566	PCA
A03	4778427	4781921	PCA
A03	5772682	5781338	PCA
A03	5864531	5888222	PCA
A03	5918994	5923134	PCA
A03	5947605	5970402	PCA
A03	5982592	5982593	PCA
A03	5993946	6006359	PCA
A03	6036516	6039132	PCA
A03	6080855	6083406	PCA
A03	6170451	6173857	PCA
A03	7220842	7225461	PCA
A03	7447870	7448480	PCA
A03	7737039	7742089	PCA
A03	7816454	7817720	PCA
A03	8167589	8169417	PCA
A03	8209433	8214095	PCA
A03	8470148	8475670	PCA
A03	8672014	8679320	PCA
A03	8772278	8775214	PCA
A03	8777110	8782808	PCA
A03	9287739	9302291	PCA
A03	9359053	9402472	PCA
A03	9659265	9659415	PCA
A03	9698625	9714364	PCA
A03	10073095	10087377	PCA
A03	10906689	10909257	PCA
A03	11125813	11127290	PCA
A03	11152430	11152663	PCA
A03	11180195	11184279	PCA
A03	11322457	11324145	PCA
A03	12182900	12183255	PCA
A03	12345758	12348573	PCA
A03	12356026	12378548	PCA
A03	12549695	12552717	PCA
A03	12656199	12660151	PCA
A03	12854164	12859605	PCA
A03	13016038	13016888	PCA
A03	13149355	13161152	PCA
A03	13241153	13255097	PCA
A03	13643063	13643714	PCA
A03	13920084	13924575	PCA
A03	14278090	14281709	PCA
A03	14299347	14315386	PCA
A03	14403615	14411934	PCA
A03	14613801	14616545	PCA
A03	14733962	14747904	PCA
A03	14919428	14922639	PCA
A03	15068499	15070479	PCA
A03	15248047	15252180	PCA
A03	15283883	15285372	PCA
A03	15692105	15695117	PCA
A03	15820418	15821443	PCA
A03	16008748	16009491	PCA
A03	16511213	16513384	PCA
A03	16590232	16590241	PCA
A03	17235575	17235663	PCA
A03	19784801	19785344	PCA
A03	19798245	19809261	PCA
A03	19813102	19860592	PCA
A03	20278094	20293533	PCA
A03	20362479	20366521	PCA
A03	20404881	20405781	PCA
A03	20610625	20610717	PCA
A03	20679043	20681139	PCA
A03	20763657	20763989	PCA
A03	21166823	21166966	PCA
A03	21210600	21215902	PCA
A03	21322527	21327770	PCA
A03	21485554	21487129	PCA
A03	21774102	21790507	PCA
A03	22027361	22029336	PCA
A03	22410758	22415592	PCA
A03	22465932	22472555	PCA
A03	22900596	22904461	PCA
A03	23054110	23054111	PCA
A03	24461242	24462150	PCA
A03	25048254	25050498	PCA
A03	25604741	25615352	PCA
A03	25665019	25667950	PCA
A03	25812946	25823516	PCA
A03	25832583	25832588	PCA
A03	26244794	26244908	PCA
A03	26375710	26382469	PCA
A03	26403286	26403287	PCA
A03	26621298	26623663	PCA
A03	26859748	26864037	PCA
A03	27174852	27177970	PCA
A03	27502008	27506931	PCA
A03	27538066	27542810	PCA
A03	27545088	27554739	PCA
A03	27863826	27864306	PCA
A03	27883542	27883582	PCA
A03	28833286	28840108	PCA
A03	28853490	28857115	PCA
A03	28923042	28932159	PCA
A03	28971648	28972735	PCA
A03	29723735	29723989	PCA
A03	29737001	29743237	PCA
A03	29777414	29777592	PCA
A03	30223755	30229311	PCA
A03	32098227	32098585	PCA
A03	32104318	32106716	PCA
A03	32183984	32183985	PCA
A03	32184085	32191055	PCA
A03	32258002	32263209	PCA
A03	32452868	32453153	PCA
A03	32658070	32658096	PCA
A03	33619542	33619543	PCA
A03	34208425	34208447	PCA
A03	34324254	34324255	PCA
A03	34629328	34629329	PCA
A03	34651636	34656819	PCA
A03	34924416	34924417	PCA
A03	35242314	35242827	PCA
A03	35260318	35260319	PCA
A03	35377503	35377575	PCA
A03	36229935	36229937	PCA
A03	36282998	36283029	PCA
A03	36519801	36519942	PCA
A03	37297768	37297769	PCA
A03	37799153	37799804	PCA
A03	38067175	38068344	PCA
A03	38112785	38112863	PCA
A04	354392	355880	PCA
A04	371311	385302	PCA
A04	385389	399067	PCA
A04	418878	427453	PCA
A04	453455	453515	PCA
A04	578733	589966	PCA
A04	721830	728830	PCA
A04	817358	817856	PCA
A04	932712	932963	PCA
A04	1000345	1008340	PCA
A04	1030198	1031254	PCA
A04	1092788	1094522	PCA
A04	1226527	1226528	PCA
A04	1245995	1259418	PCA
A04	1471521	1473932	PCA
A04	1565158	1569253	PCA
A04	1580595	1581414	PCA
A04	1735202	1742168	PCA
A04	2021810	2023790	PCA
A04	2032255	2033544	PCA
A04	2127520	2132016	PCA
A04	2168809	2170716	PCA
A04	2185519	2190330	PCA
A04	2371184	2371224	PCA
A04	2514262	2521468	PCA
A04	2539139	2545029	PCA
A04	2751487	2751821	PCA
A04	3118586	3120678	PCA
A04	3315512	3324565	PCA
A04	3335036	3338480	PCA
A04	3494143	3494422	PCA
A04	3815291	3815543	PCA
A04	4348425	4348711	PCA
A04	4710737	4729385	PCA
A04	5194930	5196260	PCA
A04	5265824	5268797	PCA
A04	5269738	5273490	PCA
A04	5708020	5708066	PCA
A04	7616686	7616950	PCA
A04	7689371	7689372	PCA
A04	7689472	7699104	PCA
A04	7825920	7825921	PCA
A04	7875886	7878259	PCA
A04	8239219	8241167	PCA
A04	8387921	8387923	PCA
A04	8388021	8388022	PCA
A04	8610833	8625598	PCA
A04	8887143	8887196	PCA
A04	8914276	8915316	PCA
A04	9001868	9003337	PCA
A04	9361906	9363136	PCA
A04	9570189	9576115	PCA
A04	9733839	9734299	PCA
A04	9999863	10000822	PCA
A04	10005458	10006819	PCA
A04	10337645	10337695	PCA
A04	10433546	10435024	PCA
A04	10477451	10486599	PCA
A04	10511441	10522783	PCA
A04	10893009	10895286	PCA
A04	11154601	11154602	PCA
A04	11672544	11696543	PCA
A04	11798625	11798764	PCA
A04	11878998	11878999	PCA
A04	12042414	12042416	PCA
A04	12136607	12137896	PCA
A04	12167548	12177432	PCA
A04	12424666	12429095	PCA
A04	12868187	12868407	PCA
A04	12941489	12946873	PCA
A04	12997538	12997540	PCA
A04	13084876	13084882	PCA
A04	13119151	13121343	PCA
A04	13131810	13145362	PCA
A04	13165534	13168262	PCA
A04	13223363	13225576	PCA
A04	13334020	13341503	PCA
A04	13368141	13376670	PCA
A04	13535885	13535889	PCA
A04	13983157	13985795	PCA
A04	14087973	14090851	PCA
A04	14136158	14150952	PCA
A04	14311463	14311492	PCA
A04	14371428	14371588	PCA
A04	14759727	14762578	PCA
A04	15273797	15280009	PCA
A04	15293733	15297113	PCA
A04	15338780	15341222	PCA
A04	15587801	15589040	PCA
A04	15855943	15861423	PCA
A04	15900842	15900846	PCA
A04	15940304	15952847	PCA
A04	15976060	15976083	PCA
A04	16040014	16041785	PCA
A04	16255023	16256442	PCA
A04	16411802	16417439	PCA
A04	16492622	16495574	PCA
A04	16558470	16560614	PCA
A04	16603883	16626770	PCA
A04	17004954	17015242	PCA
A04	17324065	17324066	PCA
A04	17362625	17364068	PCA
A04	18020823	18036017	PCA
A04	18436477	18437402	PCA
A04	19327750	19330313	PCA
A04	19465928	19482972	PCA
A04	19579387	19579392	PCA
A04	19620164	19622736	PCA
A04	19661347	19661521	PCA
A04	19696635	19701035	PCA
A04	19804648	19804795	PCA
A04	19839503	19840977	PCA
A04	19856927	19862961	PCA
A04	20025149	20025153	PCA
A04	20217216	20217220	PCA
A04	20262863	20265211	PCA
A04	20279072	20297712	PCA
A04	20995689	20999379	PCA
A04	21248193	21248196	PCA
A05	245037	249681	PCA
A05	468896	478530	PCA
A05	497717	504014	PCA
A05	504125	519759	PCA
A05	572803	573761	PCA
A05	992732	994420	PCA
A05	1195290	1197028	PCA
A05	1224627	1224636	PCA
A05	1417923	1425286	PCA
A05	1567320	1568139	PCA
A05	1571478	1574161	PCA
A05	2653515	2671579	PCA
A05	2683149	2704497	PCA
A05	2888918	2894595	PCA
A05	2930882	2935660	PCA
A05	2979952	2980557	PCA
A05	3235104	3246671	PCA
A05	3345171	3345749	PCA
A05	3388759	3388782	PCA
A05	3614453	3615365	PCA
A05	3626945	3628165	PCA
A05	3638630	3639889	PCA
A05	4050238	4051759	PCA
A05	4055864	4057187	PCA
A05	4852903	4854859	PCA
A05	5297715	5301342	PCA
A05	5457082	5458060	PCA
A05	5491838	5491852	PCA
A05	5848354	5853352	PCA
A05	6033317	6034411	PCA
A05	6044924	6044971	PCA
A05	6207472	6214187	PCA
A05	6394142	6397341	PCA
A05	6413988	6414209	PCA
A05	6475881	6477897	PCA
A05	6671456	6671463	PCA
A05	7077705	7077769	PCA
A05	8886501	8886528	PCA
A05	8978334	8979815	PCA
A05	9043523	9043630	PCA
A05	9443794	9451465	PCA
A05	9451500	9451520	PCA
A05	9490881	9490882	PCA
A05	9611820	9632971	PCA
A05	9643925	9659735	PCA
A05	9669959	9684065	PCA
A05	10104573	10110852	PCA
A05	10223272	10223279	PCA
A05	10265813	10270167	PCA
A05	10917496	10917497	PCA
A05	10982376	10983172	PCA
A05	11119381	11129425	PCA
A05	11141482	11148668	PCA
A05	11166587	11169416	PCA
A05	11580341	11585315	PCA
A05	11841386	11849097	PCA
A05	13021477	13021578	PCA
A05	13163243	13163244	PCA
A05	13572080	13572090	PCA
A05	13722230	13722236	PCA
A05	15417766	15417768	PCA
A05	15788245	15788246	PCA
A05	15788345	15788346	PCA
A05	15848481	15848482	PCA
A05	16722524	16723444	PCA
A05	16793022	16793029	PCA
A05	16824979	16825235	PCA
A05	18131575	18132210	PCA
A05	18677175	18677177	PCA
A05	18707377	18707398	PCA
A05	18754443	18829305	PCA
A05	19364971	19366079	PCA
A05	19738080	19738105	PCA
A05	19933711	19933950	PCA
A05	20650717	20653490	PCA
A05	20778312	20781916	PCA
A05	20813487	20814016	PCA
A05	21127085	21158428	PCA
A05	21172226	21173729	PCA
A05	21199676	21201269	PCA
A05	21538703	21539303	PCA
A05	21603722	21608665	PCA
A05	21650677	21654200	PCA
A05	22085948	22091015	PCA
A05	22193441	22193638	PCA
A05	22674942	22679988	PCA
A05	22693331	22704259	PCA
A05	22792719	22798404	PCA
A05	22870200	22881172	PCA
A05	22911864	22919002	PCA
A05	23025294	23046685	PCA
A05	23325188	23326187	PCA
A05	24066608	24068484	PCA
A05	24068514	24084430	PCA
A05	24338769	24346081	PCA
A05	24507512	24507886	PCA
A05	24587146	24593628	PCA
A05	25853161	25853174	PCA
A05	25858783	25874839	PCA
A05	25997759	26008188	PCA
A05	26118260	26119209	PCA
A05	26250114	26250342	PCA
A05	26612072	26624633	PCA
A05	26780276	26788845	PCA
A05	27235623	27244116	PCA
A05	27244217	27246447	PCA
A05	27393565	27393686	PCA
A05	27761427	27761681	PCA
A05	27990242	27990951	PCA
A05	28647699	28647700	PCA
A05	28784741	28792746	PCA
A05	28898996	28910212	PCA
A05	29346104	29346984	PCA
A05	29371408	29371414	PCA
A05	29437173	29437174	PCA
A05	29504196	29504201	PCA
A06	19962	20097	PCA
A06	97396	98340	PCA
A06	281347	285135	PCA
A06	299689	307948	PCA
A06	468231	469159	PCA
A06	505006	508413	PCA
A06	585446	587330	PCA
A06	617589	636626	PCA
A06	668493	668494	PCA
A06	718668	720383	PCA
A06	724599	724601	PCA
A06	776712	779132	PCA
A06	1040824	1049089	PCA
A06	1137212	1138596	PCA
A06	1157370	1159236	PCA
A06	1275687	1280347	PCA
A06	1438957	1439166	PCA
A06	1577536	1595317	PCA
A06	1934272	1936574	PCA
A06	1979921	1984241	PCA
A06	2006052	2009003	PCA
A06	2028023	2033421	PCA
A06	2076238	2084578	PCA
A06	2116413	2121708	PCA
A06	2133988	2142159	PCA
A06	2600925	2602097	PCA
A06	2825369	2825405	PCA
A06	3524949	3529485	PCA
A06	3567519	3569558	PCA
A06	3695956	3696217	PCA
A06	3766404	3767273	PCA
A06	3913035	3917215	PCA
A06	3946736	3947894	PCA
A06	4095425	4104147	PCA
A06	5374526	5374602	PCA
A06	5574877	5577111	PCA
A06	5855408	5870527	PCA
A06	6228540	6246967	PCA
A06	6346001	6346967	PCA
A06	7061503	7062876	PCA
A06	7127341	7134716	PCA
A06	7158670	7161225	PCA
A06	7206757	7212250	PCA
A06	8044448	8046060	PCA
A06	8225105	8227518	PCA
A06	8510110	8516706	PCA
A06	8610412	8610785	PCA
A06	8618906	8625643	PCA
A06	8792870	8792885	PCA
A06	9058042	9058043	PCA
A06	9418785	9420937	PCA
A06	9436610	9442163	PCA
A06	9506959	9506961	PCA
A06	9537228	9537654	PCA
A06	9824251	9829313	PCA
A06	10024262	10024264	PCA
A06	10452049	10452050	PCA
A06	11053383	11053385	PCA
A06	11415354	11446173	PCA
A06	11457637	11479854	PCA
A06	11702262	11738062	PCA
A06	12126088	12126089	PCA
A06	12224779	12224858	PCA
A06	14773500	14773501	PCA
A06	14773600	14773601	PCA
A06	15045357	15045358	PCA
A06	15173605	15173609	PCA
A06	15364217	15364490	PCA
A06	15522545	15522547	PCA
A06	15783477	15783478	PCA
A06	16000420	16000421	PCA
A06	18051249	18051253	PCA
A06	18368604	18368618	PCA
A06	18626125	18631469	PCA
A06	18648836	18651282	PCA
A06	18663966	18665960	PCA
